,Column Labels,,,,,,,,,,,,,,,,,,,21494.66667,40.00290958,4.937382115,,,,,RAM,RAM,RAM,Path Cost,Path Cost,Path Cost,Max Depth,Max Depth,Max Depth,Search Depth,Search Depth,Search Depth,Expanded Nodes,Expanded Nodes,Expanded Nodes
,Run Time,,,Path Cost,,,Max Depth,,,Search Depth,,,Expanded Nodes,,,RAM,,,,8103.666667,47.13163519,4.863846145,Starting Grid,A*,BFS,DFS,A*,BFS,DFS,A*,BFS,DFS,A*,BFS,DFS,A*,BFS,DFS,A*,BFS,DFS
Row Labels,ast,bfs,dfs,ast,bfs,dfs,ast,bfs,dfs,ast,bfs,dfs,ast,bfs,dfs,ast,bfs,dfs,,14853.33333,32.03324485,3.489631066,45812763,109.0007615,7.530999899,3.476967335,0.536712646,8.075897217,4.333206177,28,28,64428,28,29,64438,28,28,64428,8873,179427,85402
728631504,1.6910,4.7379,0.2540,23,23,"6,421",23,24,"6,421",23,23,"6,421",966,"118,728","6,588",0.13,4.20,0.54,,8806.666667,1.15893062,-0.725613402,170683452,1.248510838,2.863979101,1.003998756,0.035591125,4.189697266,2.148910522,22,22,24458,22,23,24458,22,22,24458,770,72356,25469
730561482,0.0050,0.5120,0.3765,16,16,"10,140",16,17,"10,140",16,16,"10,140",21,"7,601","10,407",0.00,0.54,0.56,,8791,1.161953568,-0.726351671,825137604,0.027999878,0.672998667,1.289000273,0.008583069,2.067840576,2.177612305,17,17,29629,17,18,29629,17,17,29629,93,18883,31086
731085246,0.3010,2.7430,3.0380,21,21,"56,969",21,22,"56,969",21,21,"56,969",374,"63,972","67,740",0.03,2.17,4.31,,8915,1.055348873,-0.730650064,732854160,0.153999329,1.842950583,1.479841948,0.032707214,2.136825562,2.159988403,20,20,26380,20,21,26380,20,20,26380,234,46601,27539
731620854,0.0780,0.7180,0.3490,17,17,"8,269",17,18,"8,269",17,17,"8,269",160,"19,309","8,487",0.01,2.07,0.55,,8210,1.452474435,-0.73184531,183764502,,1.624906063,0.699001074,,2.11618042,2.108627319,,19,17563,,20,17563,,19,17563,,38132,18136
731685204,0.5590,2.6999,2.1820,21,21,"45,985",21,22,"45,985",21,21,"45,985",514,"63,654","50,789",0.03,2.17,2.26,,25,6.107097387,-0.74032192,415680723,0.375999689,1.629047871,1.16099906,0.033630371,2.1171875,2.161499023,19,19,26707,19,20,26707,19,19,26707,383,35141,27886
732854160,0.1540,1.8430,1.4798,20,20,"26,380",20,21,"26,380",20,20,"26,380",234,"46,601","27,539",0.03,2.14,2.16,,7393.333333,1.834666491,-0.742777502,186472053,0.09499979,3.195203304,1.067220211,0.009101868,4.189697266,2.148910522,22,22,24586,22,23,24586,22,22,24586,195,79952,25610
734268510,8.5160,5.5080,0.0300,26,24,466,26,25,466,26,24,466,"2,254","134,620",479,0.14,4.19,0.04,,4533.666667,3.450999022,-0.746952784,613078245,6.022194624,6.192000151,,0.136253357,4.198760986,,25,25,,25,26,,25,25,,2362,158255,
734582160,0.3900,3.5670,2.7020,22,22,"54,836",22,23,"54,836",22,22,"54,836",429,"85,234","63,990",0.03,4.19,4.30,,8417.333333,1.191999674,-0.749118771,413806572,0.520999432,4.047001123,0.935998917,0.033935547,4.197753906,2.135314941,22,22,22136,22,23,22136,22,22,22136,458,94582,22989
735068421,3.8870,4.3349,0.2650,23,23,"5,157",23,24,"5,157",23,23,"5,157","1,335","104,447","5,290",0.13,4.20,0.53,,6217.333333,2.392999887,-0.757541381,582340761,4.836998701,4.925998688,0.589999676,0.131996155,4.198760986,2.084960938,23,23,13555,23,24,13555,23,23,13555,1483,120915,13945
738056142,0.5690,4.2786,0.7450,23,23,"18,187",23,24,"18,187",23,23,"18,187",510,"105,276","18,824",0.03,4.20,2.11,,8464.333333,0.961556514,-0.77405877,234165078,0.557999372,1.929999113,1.088000536,0.03427887,2.136825562,2.152435303,20,20,25212,20,21,25212,20,20,25212,522,48204,26292
738216450,0.0650,1.9730,0.9358,20,20,"21,636",20,21,"21,636",20,20,"21,636",112,"46,042","22,466",0.01,2.14,2.13,,8224,1.093333165,-0.774908163,452306871,2.57700038,3.832999229,0.769000053,0.130508423,4.197753906,2.11517334,22,22,18608,22,23,18608,22,22,18608,1121,96963,19257
738650124,7.6020,6.3149,2.8395,25,25,"56,597",25,26,"56,597",25,25,"56,597","2,035","144,331","67,127",0.13,4.20,4.30,,8790.666667,0.756666422,-0.776089681,621780453,0.224999905,1.574999571,1.084670067,0.033111572,2.1171875,2.153945923,19,19,25355,19,20,25355,19,19,25355,290,35126,26445
741250368,0.1360,0.6290,0.7380,17,17,"18,115",17,18,"18,115",17,17,"18,115",201,"17,770","18,726",0.01,2.07,2.11,,3354,3.854983091,-0.780909444,38156472,0.170999289,2.086999178,1.022001028,0.032897949,2.136825562,2.148910522,20,20,24632,20,21,24632,20,20,24632,259,52015,25658
742130568,0.2500,1.3499,0.9260,19,19,"21,087",19,20,"21,087",19,19,"21,087",306,"29,834","21,871",0.03,2.11,2.13,,5210.333333,2.707696438,-0.790227007,52381467,0.201999664,0.994999886,1.072999716,0.032897949,2.085464478,2.158477783,18,18,26336,18,19,26336,18,18,26336,259,26167,27516
742613085,0.0490,0.3320,3.4000,16,16,"62,468",16,17,"62,469",16,16,"62,468",110,"9,338","79,567",0.01,0.54,4.33,,8725.333333,0.566675663,-0.804019926,640371528,6.252002001,4.877948761,0.434998512,0.133872986,4.190200806,0.563308716,24,24,10014,24,25,10014,24,24,10014,1794,118818,10278
742831065,0.0920,0.7010,2.7220,18,18,"53,448",18,19,"53,448",18,18,"53,448",190,"17,649","62,187",0.01,2.08,4.29,,3722,3.360204458,-0.81554976,124537806,3.14000082,4.347089529,0.635998964,0.131210327,4.198760986,2.097045898,23,23,15585,23,24,15585,23,23,15585,1287,100348,16061
746028153,0.9510,,3.2450,25,,"62,059",25,,"62,059",25,,"62,059",844,,"77,983",0.04,,4.33,,3939.666667,3.233837048,-0.815641468,128305746,0.097999811,0.494999886,1.107027292,0.009101868,0.553237915,2.158477783,16,16,26144,16,17,26144,16,16,26144,185,13876,27293
748165320,0.5930,3.7720,5.8560,22,22,"28,760",22,23,"66,126",22,22,"28,760",587,"92,284","157,579",0.03,4.19,8.24,,24,5.481304765,-0.817155356,376458021,3.171999931,6.465615034,0.442998409,0.131996155,4.190200806,0.569854736,26,26,11114,26,27,11114,26,26,11114,1351,157177,11430
748306152,10.6261,7.1580,4.6765,26,26,"63,624",26,27,"66,122",26,26,"63,624","2,797","169,628","110,687",0.14,8.09,4.34,,6077.666667,1.864205201,-0.83229312,615738204,4.522510529,4.713000059,0.466000557,0.132881165,4.198760986,0.573883057,23,23,11773,23,24,11773,23,23,11773,1535,107856,12096
748506123,0.6550,5.7520,2.3475,24,24,"50,584",24,25,"50,584",24,24,"50,584",524,"140,334","57,266",0.03,4.20,4.28,,5612.333333,2.069841385,-0.840010809,187234650,5.213610411,5.748999119,,0.133872986,4.190200806,,24,24,,24,25,,24,24,,1750,136892,
750243168,0.0260,1.0560,2.3870,18,18,"49,658",18,19,"49,658",18,18,"49,658",84,"23,892","55,850",0.01,2.08,4.27,,23,5.215999842,-0.849769688,738056142,0.569001198,4.278614759,0.744999647,0.033935547,4.198760986,2.1121521,23,23,18187,23,24,18187,23,23,18187,510,105276,18824
750361842,0.1490,2.1590,0.2320,20,20,"6,032",20,21,"6,032",20,20,"6,032",224,"53,818","6,187",0.03,2.14,0.54,,6366.666667,1.5296731,-0.852869435,103857426,1.377999306,4.147525072,0.683999777,0.035102844,4.198760986,2.104095459,23,23,16791,23,24,16791,23,23,16791,806,105054,17328
751234608,5.1270,4.6356,1.8320,23,23,"42,197",23,24,"42,197",23,23,"42,197","1,659","112,244","45,962",0.13,4.20,2.24,,26,5.152370095,-0.857362433,615347802,6.0589993,4.373000383,,0.132881165,4.198760986,,23,23,,23,24,,23,23,,1718,107660,
751680234,7.7480,6.5220,0.6620,25,25,"15,333",25,26,"15,333",25,25,"15,333","2,103","158,953","15,800",0.13,4.20,2.10,,7225.333333,0.991262754,-0.858126434,760182543,0.205998421,3.538021564,0.844999313,0.032897949,4.189697266,2.1171875,22,22,19056,22,23,19056,22,22,19056,302,83769,19721
751804362,1.2300,3.6790,0.5850,22,22,"12,556",22,23,"12,556",22,22,"12,556",809,"87,481","12,909",0.04,4.20,2.08,,3324,3.207128684,-0.862502056,536217840,3.35464406,6.95009613,,0.131996155,4.190200806,,26,26,,26,27,,26,26,,1506,160898,
752014683,2.7938,4.7412,4.3635,23,23,"65,933",23,24,"65,933",23,23,"65,933","1,593","116,110","96,607",0.13,4.20,4.34,,5954,1.628999392,-0.869899201,738216450,0.064998388,1.972962856,0.935827017,0.00868988,2.136825562,2.132797241,20,20,21636,20,21,21636,20,20,21636,112,46042,22466
752048613,0.8920,2.7560,3.7790,21,21,"64,863",21,22,"64,894",21,21,"64,863",641,"71,302","88,095",0.03,4.17,4.34,,6641,1.221750895,-0.871219941,32856471,3.719000101,5.515385151,0.387000799,0.131996155,4.190200806,0.562805176,24,24,9924,24,25,9924,24,24,9924,1434,138436,10203
753214860,0.0770,3.0250,0.0700,22,22,"2,050",22,23,"2,050",22,22,"2,050",185,"73,801","2,106",0.01,4.19,0.14,,6981.333333,1.011179686,-0.872956634,658107243,0.169000864,3.970999002,0.74699831,0.032897949,4.197250366,2.110137939,22,22,17818,22,23,17818,22,22,17818,268,102204,18412
753682041,2.5620,5.5134,0.1990,24,24,"5,356",24,25,"5,356",24,24,"5,356","1,184","134,340","5,503",0.13,4.19,0.53,,5990.666667,1.497195403,-0.883471178,614087523,0.107000113,2.740292788,0.817959785,0.009269714,2.172576904,2.1222229,21,21,19881,21,22,19881,21,21,19881,200,58829,20586
754086123,0.3840,6.4790,5.8575,25,25,"39,613",25,26,"66,056",25,25,"39,613",660,"155,846","147,129",0.03,4.20,8.24,,7002.333333,0.864666462,-0.889441993,832507416,0.142998695,2.045541048,0.844999313,0.032897949,2.148910522,2.128265381,20,20,20904,20,21,20904,20,20,20904,243,51412,21684
756104823,0.3990,5.3062,2.8710,24,24,"56,568",24,25,"56,568",24,24,"56,568",417,"131,963","67,073",0.03,4.20,4.30,,7041.666667,0.841964404,-0.889442239,584623017,0.236000299,3.409587145,0.845998764,0.033355713,4.189697266,2.110641479,22,22,17928,22,23,17928,22,22,17928,337,84957,18515
758612403,6.8250,6.2267,4.4385,25,25,"62,053",25,26,"66,123",25,25,"62,053","1,951","152,317","114,376",0.13,4.20,4.34,,4445.333333,2.324200233,-0.891424495,348061572,0.112000704,1.581000328,0.900998354,0.009101868,2.11769104,2.128265381,19,19,20969,19,20,20969,19,19,20969,182,38195,21740
760182543,0.2060,3.5380,0.8450,22,22,"19,056",22,23,"19,056",22,22,"19,056",302,"83,769","19,721",0.03,4.19,2.12,,2052,3.605700572,-0.903659081,742130568,0.249999762,1.349893808,0.925999641,0.033111572,2.11265564,2.129272461,19,19,21087,19,20,21087,19,19,21087,306,29834,21871
760581324,0.2280,3.0730,0.4620,22,22,"10,984",22,23,"10,984",22,22,"10,984",331,"72,930","11,276",0.03,4.19,0.57,,172,4.684649309,-0.904399582,64283571,0.594000101,5.808600426,0.570000172,0.033935547,4.190200806,2.082946777,24,24,13288,24,25,13288,24,24,13288,491,140087,13667
761824305,0.7960,2.9449,2.3658,21,21,"47,611",21,22,"47,611",21,21,"47,611",434,"71,497","53,007",0.03,4.17,2.27,,4632.666667,2.066108068,-0.909821541,568243710,4.091000319,6.468102455,0.257998943,0.132881165,4.190200806,0.539138794,26,26,6104,26,27,6104,26,26,6104,1506,157117,6262
763082145,0.0390,1.6049,0.0930,19,19,"2,613",19,20,"2,613",19,19,"2,613",101,"33,507","2,685",0.01,2.12,0.14,,4880.666667,1.914066792,-0.910915161,734268510,8.51599884,5.507950068,0.029999018,0.136253357,4.190200806,0.035140991,26,24,466,26,25,466,26,24,466,2254,134620,479
763158402,0.2050,3.0026,3.4810,21,21,"64,583",21,22,"64,583",21,21,"64,583",262,"68,166","86,562",0.03,4.17,4.33,,6676,0.60546422,-0.944338813,128674035,3.46900034,2.113324881,0.615998983,0.131210327,2.136825562,2.086471558,22,20,13856,22,21,13856,22,20,13856,1344,50600,14256
763258104,3.2170,,2.9577,25,,"57,759",25,,"57,763",25,,"57,759","1,333",,"69,316",0.13,,4.31,,4957,1.542666356,-0.951069065,25674381,1.418998718,3.700201273,0.623000383,0.035591125,4.189697266,2.091003418,22,22,14598,22,23,14598,22,22,14598,844,85542,15040
763402815,0.0110,1.0330,5.4180,18,18,"46,732",18,19,"66,122",18,18,"46,732",58,"25,249","138,778",0.01,2.09,4.34,,24,4.353849769,-0.955454247,185264037,0.112999201,0.837392569,0.866000891,0.009269714,2.083953857,2.12272644,18,18,19992,18,19,19992,18,18,19992,205,23707,20701
763528410,0.0060,0.7855,2.3900,18,18,"45,968",18,19,"45,968",18,18,"45,968",28,"21,978","50,771",0.00,2.08,2.26,,6233,0.770332972,-0.955476199,102453786,1.186998367,2.794001341,0.646999359,0.035102844,4.171569824,2.092514038,21,21,14829,21,22,14829,21,21,14829,751,69565,15284
765214803,3.1450,6.1995,3.0365,25,25,"56,885",25,26,"56,891",25,25,"56,885","1,291","144,398","67,678",0.13,4.20,4.31,,1096,3.636516174,-0.967556466,143785026,3.519698381,5.188001156,,0.131996155,4.190200806,,24,24,,24,25,,24,24,,1482,129211,
785213640,21.6560,6.5860,3.8960,26,26,"65,576",26,27,"65,576",26,26,"65,576","3,314","166,549","91,958",0.14,8.08,4.34,,4200,1.831333001,-0.969249583,285374601,0.217999458,1.323000431,0.769999027,0.033111572,2.11114502,2.11517334,19,19,18661,19,20,18661,19,19,18661,312,28976,19308
786041235,17.6825,7.2090,0.1850,27,27,"4,481",27,28,"4,481",27,27,"4,481","3,133","175,109","4,598",0.14,8.07,0.53,,6852,0.293999513,-0.970085095,386457012,3.952000618,6.840548277,0.116999626,0.132881165,8.075897217,0.521011353,26,26,3236,26,27,3236,26,26,3236,1548,165914,3323
801473562,7.4320,6.5286,3.7047,25,25,"61,985",25,26,"61,985",25,25,"61,985","1,934","154,545","78,352",0.13,4.20,4.32,,4207,1.724149863,-0.981901621,751804362,1.230000257,3.679000378,0.584998369,0.035591125,4.197753906,2.078918457,22,22,12556,22,23,12556,22,22,12556,809,87481,12909
801742356,0.3730,2.9296,5.3650,21,21,"54,311",21,22,"66,123",21,21,"54,311",460,"72,457","128,522",0.03,4.17,4.34,,2305.333333,2.783654292,-0.986561083,120385647,0.001999855,0.006998777,0.872999907,0.002403259,0.009689331,2.125747681,8,8,20540,8,9,20540,8,8,20540,14,194,21290
802176543,2.3751,6.5730,5.4765,25,25,"50,149",25,26,"66,123",25,25,"50,149","1,355","148,314","134,433",0.13,4.20,4.34,,6176.333333,0.521000067,-0.990072096,576140832,0.386998177,4.253453016,0.531998396,0.033355713,4.198760986,2.078918457,23,23,12575,23,24,12575,23,23,12575,376,104308,12926
802351764,23.5430,6.4635,0.3500,25,25,"7,759",25,26,"7,759",25,25,"7,759","3,457","155,234","7,963",0.14,4.20,0.55,,4587.666667,1.386565129,-0.996363099,524376081,2.823999882,5.236963749,0.289999247,0.131210327,4.190200806,0.543670654,24,24,6868,24,25,6868,24,24,6868,1227,130791,7065
805214376,0.6030,2.6136,1.6700,21,21,"37,811",21,22,"37,811",21,21,"37,811",514,"61,607","40,595",0.03,2.17,2.22,,3539,1.963854631,-0.999787524,317640825,0.069999695,0.643000364,0.850000143,0.00894928,2.066833496,2.11416626,17,17,18495,17,18,18495,17,17,18495,140,18030,19133
806547231,127.6856,7.6723,6.0370,31,31,"24,249",31,31,"66,123",31,31,"24,249","11,059","181,439","161,478",0.55,8.07,8.24,,6049.666667,0.501000086,-1.001492403,573628401,0.168000698,3.436694384,0.555000305,0.032897949,4.171569824,2.085968018,21,21,13721,21,22,13721,21,21,13721,256,76843,14115
806712543,10.8065,6.9578,0.8070,27,27,"18,009",27,28,"18,009",27,27,"18,009","2,510","171,338","18,617",0.14,8.07,2.11,,1174.333333,3.288196802,-1.004737554,604137528,1.18100071,4.262562752,0.448000431,0.035591125,4.198760986,0.566833496,23,23,10571,23,24,10571,23,23,10571,824,104756,10862
806725314,11.7368,7.4712,6.5765,27,27,"23,409",27,28,"66,123",27,27,"23,409","3,736","172,958","162,174",0.52,8.07,8.24,,24,3.924987793,-1.008060459,741250368,0.135999441,0.628999949,0.73800087,0.009269714,2.066833496,2.1121521,17,17,18115,17,18,18115,17,17,18115,201,17770,18726
807651423,14.7123,7.3430,4.9960,27,27,"55,791",27,28,"66,123",27,27,"55,791","3,731","175,819","126,422",0.52,8.07,4.34,,23,3.88686657,-1.012807378,852310647,5.679511309,4.037614107,0.147464991,0.132881165,4.198760986,0.522521973,23,23,3477,23,24,3477,23,23,3477,1754,104266,3569
810346275,7.6320,7.4400,5.1190,26,26,"50,968",26,27,"66,488",26,26,"50,968","2,095","168,892","133,756",0.13,8.08,4.34,,3087,2.062514544,-1.019683526,375814062,3.209027767,4.640947819,,0.133872986,4.190200806,,24,24,,24,25,,24,24,,1746,116500,
812537064,5.0854,5.6587,2.0370,24,24,"44,492",24,25,"44,493",24,24,"44,492","1,926","128,413","49,288",0.13,4.19,2.25,,1734.333333,2.82896026,-1.021426004,124786503,3.169000626,4.604732513,,0.131210327,4.198760986,,23,23,,23,24,,23,23,,1266,113318,
812650473,8.1093,4.9190,4.5775,25,23,"63,785",25,24,"66,125",25,23,"63,785","2,921","121,440","110,326",0.14,4.20,4.34,,3047,2.068468253,-1.021784905,658072314,1.346999645,4.47554493,0.364999056,0.035591125,4.198760986,0.558273315,23,23,9215,23,24,9215,23,23,9215,853,112011,9477
814052637,0.8350,2.7170,3.0820,21,21,"60,027",21,22,"60,027",21,21,"60,027",663,"63,985","73,249",0.03,2.17,4.32,,5891.333333,0.404332638,-1.024558853,735068421,3.886999846,4.334880352,0.265000582,0.131210327,4.198760986,0.533096313,23,23,5157,23,24,5157,23,23,5157,1335,104447,5290
816045273,16.2165,14.5207,5.9410,54,54,"117,626",54,56,"117,626",54,54,"117,626","4,334","350,672","142,056",0.27,16.14,8.63,,1801.333333,2.758140484,-1.025370009,583047621,0.51199913,5.319405317,0.374000311,0.033935547,4.198760986,0.557266235,23,23,9095,23,24,9095,23,23,9095,496,121060,9355
820153674,1.2378,3.0296,1.9650,22,22,"43,270",22,23,"43,270",22,22,"43,270",924,"73,275","47,276",0.13,4.19,2.25,,5623,0.450666428,-1.037871248,321685740,0.10699892,0.382000208,0.723998785,0.009269714,0.542160034,2.109130859,16,16,17642,16,17,17642,16,16,17642,190,9992,18219
823501647,0.6090,3.5060,4.7150,22,22,"59,760",22,23,"66,122",22,22,"59,760",751,"86,252","119,147",0.04,4.20,4.34,,3838.333333,1.335999489,-1.055612692,753682041,2.562000036,5.513421535,0.198999882,0.130508423,4.190200806,0.534606934,24,24,5356,24,25,5356,24,24,5356,1184,134340,5503
824563701,24.5925,7.1676,1.5820,27,27,"35,041",27,28,"35,041",27,27,"35,041","3,641","177,453","37,289",0.52,8.07,2.21,,2155.666667,2.227649291,-1.065358488,204518367,0.099999189,0.568000317,0.683999777,0.009269714,2.061798096,2.104598999,17,17,16835,17,18,16835,17,17,16835,193,14238,17376
825137604,0.0280,0.6730,1.2890,17,17,"29,629",17,18,"29,629",17,17,"29,629",93,"18,883","31,086",0.01,2.07,2.18,,3676,1.254332781,-1.07712225,354681207,0.56899929,2.948999643,0.489999533,0.03427887,4.171569824,0.571868896,21,21,11473,21,22,11473,21,21,11473,532,71462,11788
826045137,3.0451,6.5720,5.9870,25,25,"36,071",25,26,"66,056",25,25,"36,071","1,862","145,171","150,876",0.13,4.20,8.24,,1777.333333,2.258333445,-1.088377686,728631504,1.690999985,4.737947702,0.254000187,0.129890442,4.198760986,0.541152954,23,23,6421,23,24,6421,23,23,6421,966,118728,6588
826154703,0.4830,4.2605,5.4860,23,23,"47,733",23,24,"66,123",23,23,"47,733",480,"104,057","137,551",0.03,4.20,4.34,,3423,1.224332809,-1.09871262,760581324,0.228000402,3.072998285,0.461999655,0.033355713,4.189697266,0.568847656,22,22,10984,22,23,10984,22,22,10984,331,72930,11276
826314750,0.5970,,2.6870,22,,"55,386",22,,"55,386",22,,"55,386",519,,"64,966",0.03,,4.30,,23,3.114169121,-1.107590053,436285071,1.02699995,5.523999691,0.224000692,0.035102844,4.190200806,0.534103394,24,24,5284,24,25,5284,24,24,5284,755,132354,5429
826347105,19.9265,7.0307,2.7540,27,27,"55,729",27,28,"55,729",27,27,"55,729","3,296","175,638","65,656",0.14,8.07,4.30,,1821.333333,2.014086008,-1.115223359,327051864,0.587999344,2.631999731,0.452999353,0.03427887,4.171066284,0.564315796,21,21,10227,21,22,10227,21,21,10227,514,67720,10519
826501743,44.8404,7.2853,4.4490,28,28,"65,900",28,29,"65,957",28,28,"65,900","5,406","179,432","94,925",0.52,8.09,4.34,,913.3333333,2.356348991,-1.137519127,685420173,1.997511864,4.230826378,,0.129890442,4.198760986,,23,23,,23,24,,23,23,,938,104165,
827530641,4.0022,6.1900,4.6260,25,25,"58,695",25,26,"66,125",25,25,"58,695","1,827","149,982","121,181",0.13,4.20,4.34,,2655.333333,1.320340872,-1.141280657,650784123,0.943001032,4.896523476,0.202733517,0.035102844,4.190200806,0.534606934,24,24,5416,24,25,5416,24,24,5416,737,117612,5555
827560314,25.3625,7.2417,3.6935,27,27,"64,803",27,28,"64,819",27,27,"64,803","3,761","174,266","87,685",0.52,8.07,4.33,,24,2.834500313,-1.141824742,873601542,1.469998837,5.481049299,0.117998838,0.035591125,4.197753906,0.142990112,24,24,2692,24,25,2692,24,24,2692,831,128992,2768
831670542,0.1350,2.8190,3.7570,21,21,"65,881",21,22,"65,960",21,21,"65,881",318,"69,350","95,416",0.03,4.17,4.34,,4426.666667,0.27333347,-1.144314838,637815042,0.44699955,3.190022469,0.324000597,0.033935547,4.189697266,0.550216675,22,22,7922,22,23,7922,22,22,7922,447,72599,8148
832154076,4.0130,5.4789,3.1540,24,24,"60,998",24,25,"60,998",24,24,"60,998","1,516","132,423","75,810",0.13,4.19,4.32,,3543.666667,0.768301725,-1.146109259,286704531,0.181000948,5.487999678,,0.033630371,4.197753906,,24,24,,24,25,,24,24,,438,137804,
832456071,2.8360,5.5085,4.9370,24,24,"54,162",24,25,"65,982",24,24,"54,162","1,258","136,665","129,186",0.13,4.19,4.34,,1053.333333,2.191999912,-1.14776804,410572683,0.022001505,0.277999163,0.519999743,0.008583069,0.537628174,2.082946777,16,16,13248,16,17,13248,16,16,13248,80,7756,13609
832507416,0.1430,2.0455,0.8450,20,20,"20,904",20,21,"20,904",20,20,"20,904",243,"51,412","21,684",0.03,2.15,2.13,,2869.333333,1.092909654,-1.154028895,301674528,0.35699892,1.490906715,0.45699954,0.033630371,2.11567688,0.566833496,19,19,10593,19,20,10593,19,19,10593,367,36262,10884
832760541,0.7220,4.8510,2.3890,23,23,"51,747",23,24,"51,747",23,23,"51,747",611,"115,317","59,036",0.03,4.20,4.28,,3836,0.255333185,-1.188337446,587604231,0.844999552,5.618000746,0.112999439,0.034667969,4.197753906,0.520507813,24,24,3112,24,25,3112,24,24,3112,614,138718,3198
836214570,2.8360,6.8530,1.2650,26,26,"30,024",26,27,"30,024",26,26,"30,024","1,215","164,985","31,504",0.13,4.19,2.18,,3,2.454999685,-1.189862697,140628357,0.910999298,2.008995771,0.358733892,0.034667969,2.136825562,0.554244995,20,20,8568,20,21,8568,20,20,8568,659,47531,8790
836254071,1.6560,6.7326,2.3200,26,26,"45,854",26,27,"45,854",26,26,"45,854",954,"166,605","51,140",0.13,8.08,2.26,,1202.333333,1.724999507,-1.194504447,541387620,0.023000479,0.286999226,0.455999851,0.008583069,0.538635254,0.571868896,16,16,11476,16,17,11476,16,16,11476,81,8391,11791
837120564,4.2950,6.8413,1.5192,25,25,"34,855",25,26,"34,855",25,25,"34,855","1,554","156,746","37,083",0.13,4.20,2.20,,21,2.311372757,-1.206206386,125340678,0,0,7.364999056,0.000846863,0.002822876,8.239044189,3,3,3,3,4,66125,3,3,3,3,10,181437
837562041,0.3020,5.7150,4.9115,24,24,"57,220",24,25,"65,982",24,24,"57,220",491,"134,800","123,979",0.03,4.19,4.34,,3390.666667,0.297821601,-1.214651757,564027813,0.243999481,4.77699995,0.15399909,0.032897949,4.198760986,0.523025513,23,23,3561,23,24,3561,23,23,3561,305,116388,3655
842173560,1.4428,5.1191,4.6835,24,24,"57,166",24,25,"66,126",24,24,"57,166","1,081","121,293","123,955",0.13,4.19,4.34,,3010.333333,0.368333101,-1.232927132,418350726,1.757999182,2.864746332,,0.035591125,4.171066284,,21,21,,21,22,,21,21,,828,68463,
842531067,1.1150,3.1760,1.4650,22,22,"32,176",22,23,"32,176",22,22,"32,176",745,"72,806","34,082",0.04,4.19,2.19,,22,2.028023481,-1.240892538,730561482,0.004999638,0.512000322,0.376464844,0.002471924,0.537124634,0.563812256,16,16,10140,16,17,10140,16,16,10140,21,7601,10407
845216703,9.0260,6.1960,1.1230,25,25,"26,047",25,26,"26,047",25,25,"26,047","2,110","148,955","27,189",0.13,4.20,2.16,,2024,0.846665859,-1.244077337,674012385,0.113000393,0.575999737,0.415999174,0.009101868,0.559783936,0.556762695,17,17,8997,17,18,8997,17,17,8997,175,13195,9255
845376102,21.1073,7.3360,4.8920,27,27,"60,303",27,28,"66,123",27,27,"60,303","4,370","172,730","118,227",0.52,8.07,4.34,,808,1.537518422,-1.245417487,43812567,0.570020914,3.486026049,,0.035102844,4.189697266,,22,22,,22,23,,22,22,,698,87096,
845631207,0.1770,2.9080,3.1270,21,21,"60,235",21,22,"60,239",21,21,"60,235",310,"70,380","74,222",0.03,4.17,4.32,,2767.666667,0.381666422,-1.248470518,750361842,0.148998976,2.158999443,0.231999159,0.032707214,2.136825562,0.538635254,20,20,6032,20,21,6032,20,20,6032,224,53818,6187
850731246,3.4751,7.9550,6.6165,26,26,"23,184",26,27,"66,488",26,26,"23,184","2,023","168,341","162,472",0.13,8.08,8.24,,22,1.870110631,-1.260262865,385704162,1.114998817,3.412557125,0.084999323,0.035591125,4.197250366,0.140975952,22,22,2380,22,23,2380,22,22,2380,809,81888,2448
852310647,5.6795,4.0376,0.1475,23,23,"3,477",23,24,"3,477",23,23,"3,477","1,754","104,266","3,569",0.13,4.20,0.52,,1359.666667,1.058007638,-1.265182805,731620854,0.078000784,0.717999697,0.348998785,0.009101868,2.068344116,0.552230835,17,17,8269,17,18,8269,17,17,8269,160,19309,8487
854320176,4.6362,6.4030,2.0730,25,25,"43,949",25,26,"43,949",25,25,"43,949","1,966","160,503","48,153",0.13,4.20,2.25,,2326,0.491960287,-1.266207925,78136452,0.240999699,3.499221563,,0.033111572,4.189697266,,22,22,,22,23,,22,22,,316,85271,
856704312,38.7685,7.6140,2.9640,28,28,"57,914",28,29,"57,914",28,28,"57,914","5,258","180,270","69,575",0.52,8.09,4.31,,504.6666667,1.488321304,-1.272925877,316470582,0.515000105,2.511022329,0.148000479,0.033630371,2.173080444,0.526046753,21,21,4037,21,22,4037,21,21,4037,407,61445,4141
857061423,11.7435,7.1250,5.7040,27,27,"46,465",27,28,"66,056",27,27,"46,465","2,908","178,099","139,243",0.14,8.07,4.34,,1105,1.100956043,-1.277942974,512384760,0.156999826,1.020880938,0.298000097,0.032897949,2.080932617,0.544174194,18,18,6942,18,19,6942,18,18,6942,242,21261,7119
857102463,15.1801,6.7870,1.9630,26,26,"41,294",26,27,"41,294",26,26,"41,294","3,054","162,657","44,872",0.14,4.20,2.24,,1210,0.84299914,-1.302151987,482567130,0.498998165,3.912966728,0.05299902,0.033935547,4.189697266,0.134933472,22,22,1470,22,23,1470,22,22,1470,497,85629,1510
