,Column Labels,,,,,,,,,,,,,,,,,,,21494.66667,40.00290958,4.937382115,,,,,RAM,RAM,RAM,Path Cost,Path Cost,Path Cost,Max Depth,Max Depth,Max Depth,Search Depth,Search Depth,Search Depth,Expanded Nodes,Expanded Nodes,Expanded Nodes
,Run Time,,,Path Cost,,,Max Depth,,,Search Depth,,,Expanded Nodes,,,RAM,,,,8103.666667,47.13163519,4.863846145,Starting Grid,A*,BFS,DFS,A*,BFS,DFS,A*,BFS,DFS,A*,BFS,DFS,A*,BFS,DFS,A*,BFS,DFS
Row Labels,ast,bfs,dfs,ast,bfs,dfs,ast,bfs,dfs,ast,bfs,dfs,ast,bfs,dfs,ast,bfs,dfs,,14853.33333,32.03324485,3.489631066,45812763,109.0007615,7.530999899,3.476967335,0.536712646,8.075897217,4.333206177,28,28,64428,28,29,64438,28,28,64428,8873,179427,85402
316470582,0.5150,2.5110,0.1480,21,21,"4,037",21,22,"4,037",21,21,"4,037",407,"61,445","4,141",0.03,2.17,0.53,,21298,1.506315947,0.201287817,142058367,0.001000881,0.005000353,4.472999811,0.00087738,0.009689331,4.338745117,7,7,63987,7,8,66056,7,7,63987,7,135,108309
317640825,0.0700,0.6430,0.8500,17,17,"18,495",17,18,"18,495",17,17,"18,495",140,"18,030","19,133",0.01,2.07,2.11,,19878.66667,2.306170384,0.198923926,106425873,0.951000452,4.253000259,2.92399931,0.129341125,4.198760986,4.308029175,23,23,57607,23,24,57607,23,23,57607,876,102581,69040
317846052,0.4340,3.3160,3.8635,22,22,"65,654",22,23,"65,724",22,22,"65,654",445,"85,012","92,371",0.03,4.19,4.34,,20023,2.211349328,0.197510411,632187054,0.028999329,0.948948622,3.540999889,0.008583069,2.086471558,4.331192017,18,18,63858,18,19,63858,18,18,63858,92,26622,83335
318476520,0.7980,2.9580,1.4449,22,22,"33,870",22,23,"33,870",22,22,"33,870",620,"73,197","35,902",0.03,4.19,2.20,,18872,2.858726501,0.195438862,340782516,0.093999624,1.999999762,4.824511766,0.032897949,2.136825562,4.338745117,20,20,59596,20,21,66488,20,20,59596,259,44930,119948
318654720,0.0520,0.4360,4.7660,16,16,"56,600",16,17,"66,126",16,16,"56,600",129,"7,452","125,012",0.01,0.54,4.34,,18037,3.295666377,0.189924436,814052637,0.834998608,2.717048407,3.082000971,0.034667969,2.172576904,4.318603516,21,21,60027,21,22,60027,21,21,60027,663,63985,73249
321456870,1.8178,3.7820,4.9880,22,22,"52,648",22,23,"66,126",22,22,"52,648","1,004","92,500","131,016",0.13,4.19,4.34,,19982,2.148174206,0.186858574,756104823,0.398999214,5.306181192,2.870999098,0.033355713,4.197753906,4.304504395,24,24,56568,24,25,56568,24,24,56568,417,131963,67073
321685740,0.1070,0.3820,0.7240,16,16,"17,642",16,17,"17,642",16,16,"17,642",190,"9,992","18,219",0.01,0.54,2.11,,18636,2.924665531,0.186820286,408512736,2.710000038,4.634000301,2.542998791,0.131210327,4.198760986,4.294433594,23,23,54065,23,24,54065,23,23,54065,1180,106739,62630
324167508,5.7880,4.6070,6.2570,23,23,"21,539",23,24,"66,123",23,23,"21,539","1,851","109,904","163,777",0.13,4.20,8.24,,20092.33333,2.070666552,0.185161866,436127850,0.240999937,3.064523458,3.138999224,0.033355713,4.189697266,4.317596436,22,22,59902,22,23,59902,22,22,59902,374,75489,73500
325067418,0.1150,0.6221,5.7760,17,17,"34,351",17,18,"66,056",17,17,"34,351",224,"15,753","152,538",0.03,2.06,8.24,,17564,3.529273907,0.185095102,37156428,0.174999237,3.589997768,5.008999586,0.033630371,4.189697266,4.337738037,22,22,55864,22,23,65982,22,22,55864,398,88062,126453
325674108,0.2390,0.2380,1.9709,15,15,"42,387",15,16,"42,387",15,15,"42,387",113,"6,871","46,201",0.01,0.53,2.24,,9761,8.023040533,0.183929735,845631207,0.177000046,2.907999516,3.127000093,0.033111572,4.171066284,4.318603516,21,21,60235,21,22,60239,21,21,60235,310,70380,74222
325687104,0.0150,0.3150,3.6235,15,15,"65,401",15,16,"65,413",15,15,"65,401",60,"8,254","91,154",0.01,0.53,4.34,,21218.33333,1.406883319,0.183451166,321456870,1.817821264,3.78199935,4.988001108,0.129890442,4.189697266,4.338241577,22,22,52648,22,23,66126,22,22,52648,1004,92500,131016
325706148,0.0490,0.5280,3.7720,16,16,"65,282",16,17,"65,288",16,16,"65,282",125,"14,530","89,977",0.01,0.55,4.34,,17730.66667,3.38364919,0.1790308,264510387,16.24551249,6.570609808,1.252999306,0.137672424,4.198760986,2.175094604,25,25,29233,25,26,29233,25,25,29233,2863,160581,30634
326457810,0.5960,3.4320,3.4365,22,22,"64,066",22,23,"64,070",22,22,"64,066",549,"82,636","84,653",0.03,4.19,4.33,,21003.33333,1.488666534,0.178262748,485062137,0.041999578,0.635689497,3.542960882,0.008811951,2.063308716,4.331192017,17,17,63621,17,18,63625,17,17,63621,110,15154,82079
326715048,0.0300,0.4030,2.0870,16,16,"44,786",16,17,"44,786",16,16,"44,786",94,"11,231","49,699",0.01,0.54,2.25,,15702,4.531382561,0.176203299,863102574,1.991998672,5.600948811,2.558000088,0.130508423,4.197753906,4.290405273,24,24,53144,24,25,53144,24,24,53144,1035,130929,61158
327051864,0.5880,2.6320,0.4530,21,21,"10,227",21,22,"10,227",21,21,"10,227",514,"67,720","10,519",0.03,4.17,0.56,,14781,5.055649598,0.175312698,431862075,0.011000156,0.124999523,4.329999924,0.002548218,0.517486572,4.337738037,14,14,62982,14,15,65982,14,14,62982,46,3476,112485
340782516,0.0940,2.0000,4.8245,20,20,"59,596",20,21,"66,488",20,20,"59,596",259,"44,930","119,948",0.03,2.14,4.34,,16790.33333,3.893512805,0.175004759,867142053,1.802820444,6.465326071,5.326001167,0.130508423,4.190200806,4.337738037,26,26,47054,26,27,65982,26,26,47054,1097,157778,138719
342518670,0.0090,0.0410,2.6140,12,12,"52,434",12,13,"52,434",12,12,"52,434",42,"1,145","60,040",0.00,0.13,4.29,,17626.33333,3.335209688,0.165702995,648731502,8.13599968,4.745949507,2.284999609,0.134994507,4.198760986,2.25112915,25,23,44295,25,24,44299,25,23,44295,2085,118789,48608
345160287,24.4715,6.5579,0.3380,25,25,"2,205",25,26,"2,205",25,25,"2,205","3,346","153,399","2,267",0.14,4.20,0.14,,20289.66667,1.784666459,0.164049426,405872613,1.685805798,4.830734015,5.163998604,0.129890442,4.198760986,4.338241577,23,23,50325,23,24,66123,23,23,50325,953,123844,134175
346015827,38.2849,7.0873,4.3250,27,27,"64,239",27,28,"66,056",27,27,"64,239","5,279","173,926","107,417",0.52,8.07,4.34,,19312,2.333494822,0.162160073,723654108,2.419997692,5.009631395,2.575999975,0.130508423,4.198760986,4.288894653,23,23,52833,23,24,52835,23,23,52833,1114,123199,60653
346807251,4.9930,7.2780,1.8220,26,26,"39,914",26,27,"39,914",26,26,"39,914","1,733","173,875","43,139",0.13,8.09,2.23,,19821.33333,2.033170859,0.161377776,362518704,0.277000189,1.790000439,3.286998749,0.033355713,2.1171875,4.320617676,19,19,60831,19,20,60831,19,19,60831,351,40029,75526
347021586,0.7700,5.1885,5.4180,23,23,"49,711",23,24,"66,056",23,23,"49,711",635,"121,898","135,045",0.03,4.20,4.34,,19016.66667,2.469401598,0.157923728,726185034,0.263999701,3.797457457,2.939027309,0.033355713,4.189697266,4.310043335,22,22,57892,22,23,57892,22,22,57892,365,93820,69453
348061572,0.1120,1.5810,0.9010,19,19,"20,969",19,20,"20,969",19,19,"20,969",182,"38,195","21,740",0.01,2.12,2.13,,21121.33333,1.180000226,0.148753781,580321647,0.115999222,1.322514057,4.660999298,0.009269714,2.086471558,4.338745117,18,18,59428,18,19,66488,18,18,59428,203,26653,120372
351726840,0.2710,1.7998,2.9210,20,20,"57,270",20,21,"57,270",20,20,"57,270",365,"43,123","68,410",0.03,2.14,4.31,,18920.66667,2.446550131,0.148324607,287306145,0.446999073,4.266999483,2.694206238,0.033935547,4.197753906,4.306015015,22,22,57006,22,23,57006,22,22,57006,465,104250,67884
351867420,0.0050,0.7020,1.7740,16,16,"37,962",16,17,"37,962",16,16,"37,962",28,"10,565","40,795",0.00,0.54,2.22,,16585.66667,3.792170604,0.148084842,28137645,0.010000467,0.155000448,3.374999762,0.002632141,0.517990112,4.329681396,14,14,63336,14,15,63336,14,14,63336,45,3548,81733
354618702,0.0200,0.3050,4.6110,15,15,"57,199",15,16,"66,123",15,15,"57,199",67,"7,701","123,920",0.01,0.53,4.34,,18117.66667,2.88919735,0.145775622,410657823,1.272000074,3.154650927,2.912999392,0.035102844,4.189697266,4.304000854,22,22,56718,22,23,56729,22,22,56718,735,75566,67006
354681207,0.5690,2.9490,0.4900,21,21,"11,473",21,22,"11,473",21,21,"11,473",532,"71,462","11,788",0.03,4.17,0.57,,19591,2.037618319,0.145617512,347021586,0.769999981,5.18851161,5.418000221,0.034667969,4.198760986,4.338745117,23,23,49711,23,24,66056,23,23,49711,635,121898,135045
354726018,0.1510,1.9036,3.1930,20,20,"60,112",20,21,"60,112",20,20,"60,112",276,"46,345","73,888",0.03,2.14,4.32,,16923,3.573014021,0.145082651,801742356,0.372999907,2.929593325,5.364998817,0.033935547,4.171066284,4.338241577,21,21,54311,21,22,66123,21,21,54311,460,72457,128522
354807261,0.0330,2.4650,4.8390,20,20,"61,442",20,21,"66,122",20,20,"61,442",126,"59,127","115,743",0.01,2.15,4.34,,15967.33333,4.110531251,0.143363251,627035184,0.358000755,2.606855392,3.14799881,0.033630371,2.172576904,4.313568115,21,21,58731,21,22,58731,21,21,58731,405,62614,70837
356247081,10.8421,6.8039,4.2590,26,26,"64,008",26,27,"65,982",26,26,"64,008","2,470","165,190","109,617",0.14,4.19,4.34,,20050.66667,1.749192397,0.14277867,638147502,0.627043247,4.983999491,5.107999325,0.034667969,4.198760986,4.338241577,23,23,50723,23,24,66123,23,23,50723,621,123006,133667
357164208,0.1400,3.0660,4.5555,21,21,"63,867",21,22,"66,123",21,21,"63,867",382,"65,698","110,115",0.03,2.17,4.34,,20371,1.561066866,0.142379425,657823041,0.499594212,6.057000637,5.774998903,0.03427887,4.190200806,4.337738037,24,24,47854,24,25,65982,24,24,47854,542,129665,137697
357214680,0.0160,0.3310,1.9780,16,16,"41,770",16,17,"41,770",16,16,"41,770",63,"7,559","45,462",0.01,0.54,2.24,,19868,1.8403337,0.141027107,354726018,0.150999546,1.903577089,3.193000555,0.032897949,2.136825562,4.318099976,20,20,60112,20,21,60112,20,20,60112,276,46345,73888
358014276,1.5440,4.4926,4.2555,23,23,"65,869",23,24,"65,869",23,23,"65,869",878,"113,632","95,981",0.13,4.20,4.34,,17513.33333,3.185460567,0.139334548,156728403,0.042999506,1.535202265,3.104998827,0.008583069,2.11668396,4.321624756,19,19,61075,19,20,61075,19,19,61075,110,39700,76178
358760142,0.0210,,2.1400,19,,"41,063",19,,"41,063",19,,"41,063",113,,"44,586",0.01,,2.24,,20833.33333,1.260332982,0.13821961,265348017,0.068000317,0.858000755,4.595000029,0.00894928,2.081939697,4.337738037,18,18,59568,18,19,65982,18,18,59568,150,22706,119876
360125874,8.1820,5.6630,2.7990,24,24,"57,252",24,25,"57,252",24,24,"57,252","1,996","136,417","67,990",0.13,4.19,4.31,,19190.66667,2.197186232,0.136850369,123875460,0.74099946,3.893382788,4.921999454,0.035102844,4.189697266,4.338241577,22,22,52496,22,23,66126,22,22,52496,737,74884,131227
361078245,2.7186,4.8782,4.9460,23,23,"64,039",23,24,"66,056",23,23,"64,039","1,356","111,562","108,135",0.13,4.20,4.34,,11495.33333,6.600333293,0.132191146,742613085,0.048998833,0.331999779,3.400000334,0.00868988,0.540649414,4.326660156,16,16,62468,16,17,62469,16,16,62468,110,9338,79567
362078415,1.0998,3.0810,1.7280,21,21,"39,179",21,22,"39,179",21,21,"39,179",778,"73,435","42,272",0.04,4.17,2.23,,18402.66667,2.571837982,0.127022625,630184257,0.144999981,3.483556986,2.963001728,0.032897949,4.189697266,4.307525635,22,22,57528,22,23,57528,22,22,57528,261,83761,68437
362475801,0.1970,1.6320,3.7070,19,19,"65,375",19,20,"65,377",19,19,"65,375",305,"38,173","90,885",0.03,2.12,4.34,,17063,3.326324463,0.12473347,281603457,8.482001066,5.448999166,5.869999647,0.134994507,4.197753906,8.239044189,24,24,34438,24,25,66122,24,24,34438,2183,140250,152193
362518704,0.2770,1.7900,3.2870,19,19,"60,831",19,20,"60,831",19,19,"60,831",351,"40,029","75,526",0.03,2.12,4.32,,20627,1.26784571,0.12453436,143758062,0.163001776,2.466999292,5.085512877,0.033630371,2.136825562,4.337738037,20,20,55168,20,21,65982,20,20,55168,373,51829,127635
371824065,0.3421,2.2080,3.3770,20,20,"64,122",20,21,"64,122",20,20,"64,122",401,"53,736","84,111",0.03,2.14,4.33,,20254.66667,1.478666067,0.124036262,542087631,2.916000128,4.717972279,2.345000982,0.131210327,4.198760986,4.281845093,23,23,51143,23,24,51143,23,23,51143,1202,114907,58167
372680145,1.2560,3.0538,4.1750,21,21,"65,999",21,22,"66,125",21,21,"65,999",803,"73,177","100,411",0.04,4.17,4.34,,17824,2.878527721,0.123677518,174328506,0.019999981,0.744538307,3.038998842,0.008583069,2.067840576,4.324142456,17,17,61847,17,18,61847,17,17,61847,73,19055,78012
374605281,5.2610,5.3780,1.1870,24,24,"26,710",24,25,"26,710",24,24,"26,710","1,704","131,769","27,891",0.13,4.20,2.16,,19718,1.729000171,0.116751583,178362045,0.092998981,1.16400075,3.17899847,0.009101868,2.083450317,4.320114136,18,18,60728,18,19,60728,18,18,60728,183,23477,75294
375814062,3.2090,4.6409,,24,24,,24,25,,24,24,,"1,746","116,500",,0.13,4.19,,,7821,8.594832182,0.116731446,62738145,2.132998466,3.82455802,2.678026676,0.130508423,4.189697266,4.291412354,22,22,53428,22,23,53428,22,22,53428,1040,92654,62151
375814620,5.7170,4.9290,5.3780,24,24,"45,624",24,25,"66,126",24,24,"45,624","1,779","118,759","139,974",0.13,4.19,4.34,,15183,4.269639651,0.107355526,631802547,0.008999825,0.580000162,4.598000526,0.008583069,0.551223755,4.338241577,16,16,59122,16,17,66122,16,16,59122,70,12664,120469
376405218,14.4090,7.1149,2.9150,26,26,"57,040",26,27,"57,040",26,26,"57,040","2,776","169,277","67,969",0.14,8.09,4.31,,20136.66667,1.391902447,0.105039949,806725314,11.73677969,7.471205711,6.576511145,0.518074036,8.073379517,8.239044189,27,27,23409,27,28,66123,27,27,23409,3736,172958,162174
376458021,3.1720,6.4656,0.4430,26,26,"11,114",26,27,"11,114",26,26,"11,114","1,351","157,177","11,430",0.13,4.19,0.57,,19003.66667,2.02733318,0.102777254,862743105,4.489602089,6.168999434,2.15031743,0.133872986,4.198760986,2.256668091,25,25,45499,25,26,45499,25,25,45499,1893,150699,50146
376582140,6.5700,7.0482,1.5838,26,26,"33,068",26,27,"33,068",26,26,"33,068","1,946","169,690","34,965",0.13,8.08,2.20,,18282,2.423691909,0.100308075,632751840,0.010997772,0.538998604,3.625710964,0.008583069,0.543670654,4.319107056,16,16,60378,16,17,60378,16,16,60378,73,10982,74561
378620415,18.6910,5.9840,0.7860,25,25,"19,303",25,26,"19,303",25,25,"19,303","3,038","146,528","19,974",0.14,4.20,2.12,,17116.33333,3.088136435,0.099291801,731085246,0.300999403,2.743000269,3.037999868,0.033355713,2.172576904,4.306518555,21,21,56969,21,22,56969,21,21,56969,374,63972,67740
384106572,2.3498,5.1425,4.0157,24,24,"66,032",24,25,"66,071",24,24,"66,032","1,458","130,049","96,315",0.13,4.20,4.34,,13328.33333,5.271021446,0.098893705,873204165,0.363999844,4.240076065,2.666999817,0.033630371,4.197753906,4.296951294,22,22,54802,22,23,54802,22,22,54802,380,100396,63942
384162570,0.8400,3.7196,1.7660,22,22,"40,032",22,23,"40,032",22,22,"40,032",678,"89,066","43,281",0.04,4.19,2.23,,20541,1.080498576,0.095465354,308451726,2.417999506,4.451411009,2.394998789,0.130508423,4.198760986,4.282348633,23,23,51303,23,24,51303,23,23,51303,1153,102704,58344
384207615,0.1851,2.3680,2.0940,20,20,"45,428",20,21,"45,428",20,20,"45,428",324,"53,819","50,030",0.03,2.15,2.26,,19131.66667,1.871321519,0.092701541,417036582,7.566999674,6.487202168,1.758862495,0.134994507,4.198760986,2.229980469,25,25,39935,25,26,39935,25,25,39935,2050,160439,43217
385704162,1.1150,3.4126,0.0850,22,22,"2,380",22,23,"2,380",22,22,"2,380",809,"81,888","2,448",0.04,4.20,0.14,,16128,3.604298115,0.092640283,358760142,0.020998001,,2.139999151,0.008811951,,2.235519409,19,,41063,19,,41063,19,,41063,113,,44586
386154072,0.1420,3.5900,4.1560,22,22,"65,278",22,23,"65,982",22,22,"65,278",346,"87,908","103,801",0.03,4.19,4.34,,18221.33333,2.366666079,0.089018292,248037156,0.215999842,2.607965231,2.789999485,0.033355713,2.172576904,4.308029175,21,21,57353,21,22,57353,21,21,57353,343,64903,68375
386457012,3.9520,6.8405,0.1170,26,26,"3,236",26,27,"3,236",26,26,"3,236","1,548","165,914","3,323",0.13,8.08,0.52,,14666.33333,4.370720466,0.083178586,237841650,3.031999588,5.442895412,2.337999344,0.131996155,4.190200806,4.269760132,24,24,48336,24,25,48336,24,24,48336,1306,135175,54006
387250146,0.1005,2.5220,0.1290,21,21,"2,753",21,22,"2,753",21,21,"2,753",206,"60,842","2,829",0.01,2.17,0.14,,14846.66667,4.260359685,0.082407416,435678021,0.132000208,1.726999521,5.240998507,0.033111572,2.135818481,4.337738037,20,20,54624,20,21,65982,20,20,54624,310,40006,128454
401356278,2.6470,4.7020,4.1630,23,23,"65,981",23,24,"65,997",23,23,"65,981","1,202","113,451","95,725",0.13,4.20,4.34,,16960,3.028320551,0.08088732,854320176,4.636202097,6.402999163,2.072960138,0.133872986,4.198760986,2.24961853,25,25,43949,25,26,43949,25,25,43949,1966,160503,48153
401826357,9.6282,6.0735,4.2070,25,25,"63,823",25,26,"66,123",25,25,"63,823","3,016","153,086","110,462",0.14,4.20,4.34,,18293.33333,2.219655911,0.076082379,812537064,5.085413694,5.658666134,2.036999226,0.133872986,4.190200806,2.25213623,24,24,44492,24,25,44493,24,24,44492,1926,128413,49288
402851637,7.4110,5.0292,3.9395,23,23,"65,101",23,24,"65,111",23,23,"65,101","1,984","122,644","89,080",0.13,4.20,4.34,,16717.33333,3.127908945,0.075924384,62874153,1.291000366,5.457961321,2.335999966,0.035591125,4.190200806,4.280838013,24,24,50832,24,25,50832,24,24,50832,821,138316,58101
405176328,0.7030,2.9770,5.1470,21,21,"49,101",21,22,"66,123",21,21,"49,101",614,"72,647","135,801",0.03,4.17,4.34,,19376,1.56733346,0.072709848,734582160,0.389999628,3.566998959,2.701969147,0.033935547,4.189697266,4.297454834,22,22,54836,22,23,54836,22,22,54836,429,85234,63990
405872613,1.6858,4.8307,5.1640,23,23,"50,325",23,24,"66,123",23,23,"50,325",953,"123,844","134,175",0.13,4.20,4.34,,17367.66667,2.720208406,0.071952478,180264573,1.600999594,5.377213478,2.405513763,0.129890442,4.190200806,4.276809692,24,24,50104,24,25,50105,24,24,50104,893,129261,56477
406132785,0.0130,0.2638,,15,15,,15,16,,15,15,,52,"7,722",,0.01,0.53,,,15825,3.607716799,0.07160959,135428067,0.011000872,0.109000206,4.581999302,0.008583069,0.140975952,4.337738037,14,14,58100,14,15,65982,14,14,58100,70,3009,122542
406513872,5.0140,5.8665,3.9740,25,25,"65,297",25,26,"65,298",25,25,"65,297","1,611","144,792","90,033",0.13,4.20,4.34,,18250.33333,2.206608534,0.071437861,657210348,0.553803682,2.394821882,5.211999655,0.03427887,2.172576904,4.338241577,21,21,52061,21,22,66125,21,21,52061,534,59541,131818
407615238,2.9260,4.5157,1.4967,23,23,"33,721",23,24,"33,721",23,23,"33,721","1,277","108,400","35,743",0.13,4.20,2.20,,19103.33333,1.663939714,0.065257341,527831406,0.539803982,4.52283287,5.760513544,0.034667969,4.198760986,4.338241577,23,23,47429,23,24,66123,23,23,47429,625,111490,137940
408512736,2.7100,4.6340,2.5430,23,23,"54,065",23,24,"54,065",23,23,"54,065","1,180","106,739","62,630",0.13,4.20,4.29,,16455.33333,3.186167558,0.064523093,548621307,0.657999516,3.177825212,2.784000874,0.03427887,4.171066284,4.296951294,21,21,54709,21,22,54709,21,21,54709,533,73982,63802
410572683,0.0220,0.2780,0.5200,16,16,"13,248",16,17,"13,248",16,16,"13,248",80,"7,756","13,609",0.01,0.54,2.08,,16877.33333,2.918165445,0.061523024,351726840,0.270998716,1.79982233,2.920998096,0.033355713,2.136825562,4.307022095,20,20,57270,20,21,57270,20,20,57270,365,43123,68410
410573862,2.3688,5.6475,4.4920,24,24,"65,528",24,25,"66,488",24,24,"65,528","1,261","139,292","104,255",0.13,4.19,4.34,,19076.33333,1.645333131,0.061063581,17286453,1.386999607,5.82750392,2.343999147,0.035591125,4.190200806,4.273788452,24,24,49318,24,25,49318,24,24,49318,832,133647,55821
410657823,1.2720,3.1547,2.9130,22,22,"56,718",22,23,"56,729",22,22,"56,718",735,"75,566","67,006",0.04,4.19,4.30,,18877.33333,1.751333555,0.059978434,748506123,0.654999256,5.751999855,2.347497225,0.03427887,4.197753906,4.279327393,24,24,50584,24,25,50584,24,24,50584,524,140334,57266
410786352,0.8308,3.1500,5.9735,22,22,"24,452",22,23,"66,488",22,22,"24,452",687,"73,108","161,352",0.04,4.19,8.24,,17264.33333,2.653999249,0.056515757,354618702,0.019998789,0.304998636,4.611001968,0.008583069,0.532592773,4.338241577,15,15,57199,15,16,66123,15,15,57199,67,7701,123920
412860375,0.1320,0.6460,,17,17,,17,18,,17,17,,219,"15,500",,0.03,2.06,,,15926.33333,3.409837008,0.054510343,318654720,0.052000761,0.436000347,4.765999556,0.008811951,0.536621094,4.338241577,16,16,56600,16,17,66126,16,16,56600,129,7452,125012
413806572,0.5210,4.0470,0.9360,22,22,"22,136",22,23,"22,136",22,22,"22,136",458,"94,582","22,989",0.03,4.20,2.14,,15332,3.663825512,0.043591578,832760541,0.721999884,4.851000071,2.388997793,0.03427887,4.198760986,4.284362793,23,23,51747,23,24,51747,23,23,51747,611,115317,59036
415236807,3.5967,4.1980,6.0370,23,23,"30,111",23,24,"66,123",23,23,"30,111","1,345","105,902","156,368",0.13,4.20,8.24,,18019.33333,2.065332731,0.037755307,826154703,0.482999563,4.260512829,5.485998631,0.033935547,4.198760986,4.338241577,23,23,47733,23,24,66123,23,23,47733,480,104057,137551
415680723,0.3760,1.6290,1.1610,19,19,"26,707",19,20,"26,707",19,19,"26,707",383,"35,141","27,886",0.03,2.12,2.16,,19673.66667,1.083999952,0.034494391,17854263,0.462000608,5.120476007,5.40899992,0.033935547,4.190200806,4.337738037,24,24,45948,24,25,65982,24,24,45948,512,132507,140093
416783502,0.1500,2.7452,1.6200,21,21,"37,341",21,22,"37,341",21,21,"37,341",272,"67,120","40,018",0.03,4.17,2.22,,18333.33333,1.83366545,0.031566677,51364827,0.066998959,1.157999516,4.970999718,0.00894928,2.081436157,4.337738037,18,18,54022,18,19,65982,18,18,54022,152,22592,129362
416853720,1.4310,5.5515,3.2200,24,24,"61,394",24,25,"61,394",24,24,"61,394",864,"134,193","76,988",0.13,4.19,4.32,,15302,3.569518328,0.029899652,142758306,0.002000809,0.015999317,3.233999729,0.002403259,0.034637451,4.313568115,9,9,59003,9,10,59003,9,9,59003,11,486,71791
417036582,7.5670,6.4872,1.7589,25,25,"39,935",25,26,"39,935",25,25,"39,935","2,050","160,439","43,217",0.13,4.20,2.23,,16381,2.942342361,0.029352135,42358617,0.074000835,0.34799552,5.078999996,0.009101868,0.540145874,4.337738037,16,16,54968,16,17,65982,16,16,54968,167,8933,127969
418235067,2.2630,3.6020,1.2050,22,22,"28,338",22,23,"28,338",22,22,"28,338","1,086","87,395","29,745",0.13,4.19,2.17,,13322,4.697675149,0.028116022,836254071,1.656000614,6.732554913,2.319999456,0.129890442,8.075897217,2.258682251,26,26,45854,26,27,45854,26,26,45854,954,166605,51140
418350726,1.7580,2.8647,,21,21,,21,22,,21,21,,828,"68,463",,0.04,4.17,,,15520,3.413841168,0.026236271,405176328,0.703000069,2.977027655,5.146999359,0.034667969,4.171569824,4.338241577,21,21,49101,21,22,66123,21,21,49101,614,72647,135801
418602375,1.0070,2.3332,3.6480,20,20,"65,756",20,21,"65,756",20,20,"65,756",712,"57,259","93,326",0.04,2.15,4.34,,17260.66667,2.404161612,0.025609935,346807251,4.992999315,7.278026342,1.821999788,0.132881165,8.088485718,2.229980469,26,26,39914,26,27,39914,26,26,39914,1733,173875,43139
430152678,0.0010,0.0060,2.4580,8,8,"48,570",8,9,"48,570",8,8,"48,570",10,173,"54,326",0.00,0.01,4.27,,16716,2.649837573,0.017187529,140827563,2.90899992,5.266523838,2.065999746,0.131210327,4.190200806,2.261199951,24,24,46512,24,25,46512,24,24,46512,1231,136001,51506
430526871,5.1442,6.9415,5.1200,26,26,"59,574",26,27,"66,488",26,26,"59,574","2,246","166,917","120,079",0.14,8.08,4.34,,15647,3.207708995,0.009941749,12756483,1.414999723,3.218485117,2.578999996,0.035102844,4.189697266,4.284362793,22,22,51738,22,23,51738,22,22,51738,762,74157,59564
430827615,0.4940,3.3270,2.2819,22,22,"43,388",22,23,"43,388",22,22,"43,388",560,"83,451","47,447",0.03,4.19,2.25,,6798,8.314169884,0.00988365,57148362,0.349999905,1.802999973,5.796512842,0.033630371,2.136322021,4.337738037,20,20,50108,20,21,65982,20,20,50108,426,40262,134765
431862075,0.0110,0.1250,4.3300,14,14,"62,982",14,15,"65,982",14,14,"62,982",46,"3,476","112,485",0.00,0.52,4.34,,16052.66667,2.972734133,0.009836683,238076514,2.337999582,5.148166418,2.136960983,0.130508423,4.198760986,2.262710571,25,23,46893,25,24,46893,25,23,46893,1150,119617,52222
432587016,0.0070,0.6220,2.3533,16,16,"49,284",16,17,"49,284",16,16,"49,284",33,"11,740","55,778",0.00,0.55,4.27,,12089.33333,5.235623042,0.006840001,67248351,17.79851079,6.299999237,0.843999624,0.139266968,4.190200806,2.124740601,26,26,20342,26,27,20343,26,26,20342,2979,156364,21091
432705816,0.1700,1.0360,0.1160,18,18,"3,026",18,19,"3,026",18,18,"3,026",236,"27,280","3,110",0.03,2.09,0.52,,6451,8.48700738,0.0065198,12584637,0.641998529,2.166205406,6.109998465,0.034667969,2.136825562,4.337738037,20,20,48118,20,21,65982,20,20,48118,646,54310,137356
432758016,0.0080,0.2290,0.1430,14,14,"4,106",14,15,"4,106",14,14,"4,106",38,"4,729","4,216",0.00,0.52,0.53,,18689.66667,1.410238743,0.004852811,652387140,10.58200002,3.532868862,1.592000246,0.136253357,4.189697266,2.211853027,24,22,36222,24,23,36222,24,22,36222,2332,84130,38673
435678021,0.1320,1.7270,5.2410,20,20,"54,624",20,21,"65,982",20,20,"54,624",310,"40,006","128,454",0.03,2.14,4.34,,12040.33333,5.201368809,-0.000830602,378620415,18.69102311,5.984000206,0.785998821,0.139266968,4.198760986,2.11920166,25,25,19303,25,26,19303,25,25,19303,3038,146528,19974
435716082,0.7946,3.1130,4.4830,22,22,"64,604",22,23,"65,982",22,22,"64,604",863,"75,363","107,182",0.13,4.19,4.34,,16911,2.359665871,-0.004601802,256170438,0.061998844,1.452999115,2.715718269,0.00894928,2.1146698,4.301986694,19,19,56031,19,20,56031,19,19,56031,137,31836,66153
435872601,0.0970,1.5709,4.2690,19,19,"61,743",19,20,"66,123",19,19,"61,743",285,"33,565","115,131",0.03,2.11,4.34,,15810,2.912516356,-0.014728824,826045137,3.045106649,6.57199955,5.987000227,0.133872986,4.198760986,8.24206543,25,25,36071,25,26,66056,25,25,36071,1862,145171,150876
